ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE
Ormoc City,PH083738000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Palo,PH083739000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Palompon,PH083740000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Pastrana,PH083741000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
San Isidro,PH083742000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
San Miguel,PH083743000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Santa Fe,PH083744000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tabango,PH083745000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tabontabon,PH083746000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tacloban City,PH083747000,,Capital,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tanauan,PH083748000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tolosa,PH083749000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tunga,PH083750000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Villaba,PH083751000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Allen,PH084801000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Biri,PH084802000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Bobon,PH084803000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Capul,PH084804000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Catarman,PH084805000,,Capital,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Catubig,PH084806000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Gamay,PH084807000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Laoang,PH084808000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Lapinig,PH084809000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Las Navas,PH084810000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Lavezares,PH084811000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Mapanas,PH084812000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Mondragon,PH084813000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Palapag,PH084814000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Pambujan,PH084815000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Rosario,PH084816000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Antonio,PH084817000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Isidro,PH084818000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Jose,PH084819000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Roque,PH084820000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Vicente,PH084821000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Silvino Lobos,PH084822000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Victoria,PH084823000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Lope de Vega,PH084824000,,,,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Almagro,PH086001000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Basey,PH086002000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Calbayog City,PH086003000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Calbiga,PH086004000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
City of Catbalogan,PH086005000,,Capital,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Daram,PH086006000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Gandara,PH086007000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Hinabangan,PH086008000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Jiabong,PH086009000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Marabut,PH086010000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Matuguinao,PH086011000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Motiong,PH086012000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Pinabacdao,PH086013000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
San Jose de Buan,PH086014000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
San Sebastian,PH086015000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Santa Margarita,PH086016000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Santa Rita,PH086017000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Santo Niño,PH086018000,Santo Nino,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Talalora,PH086019000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Tarangnan,PH086020000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Villareal,PH086021000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Paranas,PH086022000,,Wright,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Zumarraga,PH086023000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Tagapul-An,PH086024000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
San Jorge,PH086025000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Pagsanghan,PH086026000,,,,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Anahawan,PH086401000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Bontoc,PH086402000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Hinunangan,PH086403000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Hinundayan,PH086404000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Libagon,PH086405000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Liloan,PH086406000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
City of Maasin,PH086407000,,Capital,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Macrohon,PH086408000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Malitbog,PH086409000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Padre Burgos,PH086410000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Pintuyan,PH086411000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Saint Bernard,PH086412000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
San Francisco,PH086413000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
San Juan,PH086414000,,Cabalian,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
San Ricardo,PH086415000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Silago,PH086416000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Sogod,PH086417000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Tomas Oppus,PH086418000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Limasawa,PH086419000,,,,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Almeria,PH087801000,,,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Biliran,PH087802000,,,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Cabucgayan,PH087803000,,,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Caibiran,PH087804000,,,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Culaba,PH087805000,,,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Kawayan,PH087806000,,,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Maripipi,PH087807000,,,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Naval,PH087808000,,Capital,,Biliran,PH087800000,Region VIII,PH080000000,Philippines (the),PH
Dapitan City,PH097201000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Dipolog City,PH097202000,,Capital,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Katipunan,PH097203000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
La Libertad,PH097204000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Labason,PH097205000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Liloy,PH097206000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Manukan,PH097207000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Mutia,PH097208000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Piñan,PH097209000,Pinan,New Piñan,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Polanco,PH097210000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Pres. Manuel A. Roxas,PH097211000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Rizal,PH097212000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Salug,PH097213000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sergio Osmeña Sr.,PH097214000,Sergio Osmena Sr.,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Siayan,PH097215000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sibuco,PH097216000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sibutad,PH097217000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sindangan,PH097218000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Siocon,PH097219000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sirawai,PH097220000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Tampilisan,PH097221000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Jose Dalman,PH097222000,,Ponot,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Gutalac,PH097223000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Baliguian,PH097224000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Godod,PH097225000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Bacungan,PH097226000,,Leon T. Postigo,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Kalawit,PH097227000,,,,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Aurora,PH097302000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Bayog,PH097303000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Dimataling,PH097305000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Dinas,PH097306000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Dumalinao,PH097307000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Dumingag,PH097308000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Kumalarang,PH097311000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Labangan,PH097312000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Lapuyan,PH097313000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Mahayag,PH097315000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Margosatubig,PH097317000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Midsalip,PH097318000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Molave,PH097319000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Pagadian City,PH097322000,,Capital,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Ramon Magsaysay,PH097323000,,Liargo,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
San Miguel,PH097324000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
San Pablo,PH097325000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Tabina,PH097327000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Tambulig,PH097328000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Tukuran,PH097330000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Zamboanga City,PH097332000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Lakewood,PH097333000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Josefina,PH097337000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Pitogo,PH097338000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Sominot,PH097340000,,Don Mariano Marcos,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Vincenzo A. Sagun,PH097341000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Guipos,PH097343000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Tigbao,PH097344000,,,,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Alicia,PH098301000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Buug,PH098302000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Diplahan,PH098303000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Imelda,PH098304000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Ipil,PH098305000,,Capital,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Kabasalan,PH098306000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Mabuhay,PH098307000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Malangas,PH098308000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Naga,PH098309000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Olutanga,PH098310000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Payao,PH098311000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Roseller Lim,PH098312000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Siay,PH098313000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Talusan,PH098314000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Titay,PH098315000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Tungawan,PH098316000,,,,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
City of Isabela,PH099701000,,,,City of Isabela,PH099700000,Region IX,PH090000000,Philippines (the),PH
Baungon,PH101301000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Damulog,PH101302000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Dangcagan,PH101303000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Don Carlos,PH101304000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Impasug-Ong,PH101305000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Kadingilan,PH101306000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Kalilangan,PH101307000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Kibawe,PH101308000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Kitaotao,PH101309000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Lantapan,PH101310000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Libona,PH101311000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
City of Malaybalay,PH101312000,,Capital,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Malitbog,PH101313000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Manolo Fortich,PH101314000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Maramag,PH101315000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Pangantucan,PH101316000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Quezon,PH101317000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
San Fernando,PH101318000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Sumilao,PH101319000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Talakag,PH101320000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
City of Valencia,PH101321000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Cabanglasan,PH101322000,,,,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Catarman,PH101801000,,,,Camiguin,PH101800000,Region X,PH100000000,Philippines (the),PH
Guinsiliban,PH101802000,,,,Camiguin,PH101800000,Region X,PH100000000,Philippines (the),PH
Mahinog,PH101803000,,,,Camiguin,PH101800000,Region X,PH100000000,Philippines (the),PH
Mambajao,PH101804000,,Capital,,Camiguin,PH101800000,Region X,PH100000000,Philippines (the),PH
Sagay,PH101805000,,,,Camiguin,PH101800000,Region X,PH100000000,Philippines (the),PH
Bacolod,PH103501000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Baloi,PH103502000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Baroy,PH103503000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Iligan City,PH103504000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Kapatagan,PH103505000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Sultan Naga Dimaporo,PH103506000,,Karomatan,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Kauswagan,PH103507000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Kolambugan,PH103508000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Lala,PH103509000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Linamon,PH103510000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Magsaysay,PH103511000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Maigo,PH103512000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Matungao,PH103513000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Munai,PH103514000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Nunungan,PH103515000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Pantao Ragat,PH103516000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Poona Piagapo,PH103517000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Salvador,PH103518000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Sapad,PH103519000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Tagoloan,PH103520000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Tangcal,PH103521000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Tubod,PH103522000,,Capital,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Pantar,PH103523000,,,,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Aloran,PH104201000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Baliangao,PH104202000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Bonifacio,PH104203000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Calamba,PH104204000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Clarin,PH104205000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Concepcion,PH104206000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Jimenez,PH104207000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Lopez Jaena,PH104208000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Oroquieta City,PH104209000,,Capital,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Ozamis City,PH104210000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Panaon,PH104211000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Plaridel,PH104212000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Sapang Dalaga,PH104213000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Sinacaban,PH104214000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Tangub City,PH104215000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Tudela,PH104216000,,,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Don Victoriano Chiongbian,PH104217000,,Don Mariano Marcos,,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Alubijid,PH104301000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Balingasag,PH104302000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Balingoan,PH104303000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Binuangan,PH104304000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Cagayan de Oro City,PH104305000,,Capital,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Claveria,PH104306000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
City of El Salvador,PH104307000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Gingoog City,PH104308000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Gitagum,PH104309000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Initao,PH104310000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Jasaan,PH104311000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Kinoguitan,PH104312000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Lagonglong,PH104313000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Laguindingan,PH104314000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Libertad,PH104315000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Lugait,PH104316000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Magsaysay,PH104317000,,Linugos,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Manticao,PH104318000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Medina,PH104319000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Naawan,PH104320000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Opol,PH104321000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Salay,PH104322000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Sugbongcogon,PH104323000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Tagoloan,PH104324000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Talisayan,PH104325000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Villanueva,PH104326000,,,,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Asuncion,PH112301000,,Saug,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Carmen,PH112303000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Kapalong,PH112305000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
New Corella,PH112314000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
City of Panabo,PH112315000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Island Garden City of Samal,PH112317000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Santo Tomas,PH112318000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
City of Tagum,PH112319000,,Capital,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Talaingod,PH112322000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Braulio E. Dujali,PH112323000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
San Isidro,PH112324000,,,,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Bansalan,PH112401000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Davao City,PH112402000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
City of Digos,PH112403000,,Capital,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Hagonoy,PH112404000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Kiblawan,PH112406000,,,,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
